300,310
0.0,0.0
-8.913499665651134,-8.868060204237647
-16.022459097032357,-15.97928849596125
-19.266101767409708,-19.292133160345525
-21.088644507619087,-21.16150282701809
-22.52975118668021,-22.64019661843217
-24.36575023976139,-24.488506392094422
-26.070962447000365,-26.203764384731752
-27.53964987124456,-27.65844843477785
-28.577732090301986,-28.697687848403596
-29.30410790138428,-29.434159073219533
-30.102221464225316,-30.229119449172426
-30.70586125410251,-30.83396765363186
-31.087963954778,-31.22911957912749
-31.309571437006987,-31.439732473869626
-31.331654904458798,-31.452644316517674
-31.029509564129523,-31.143768726976695
-29.370615427140756,-29.42675929364356
-16.57917089195556,-16.347104908059936
-15.020896653498422,-14.731042917168818
